gene_symbol,n_total_variants,n_pathogenic,n_likely_pathogenic,n_benign,n_likely_benign,n_vus,pathogenic_fraction,benign_fraction,clinical_actionability
LOC129999799,2,0,0,2,0,0,0.0,1.0,low
LOC129999798,2,0,0,2,0,0,0.0,1.0,low
LOC129999797,2,0,0,2,0,0,0.0,1.0,low
ZNF713,3,0,0,2,0,1,0.0,0.6666666666666666,low
LOC129998488,2,0,0,2,0,0,0.0,1.0,low
LOC129929054,2,0,0,2,0,0,0.0,1.0,low
FRA7A,2,0,0,2,0,0,0.0,1.0,low
MIR550A3,2,0,0,2,0,0,0.0,1.0,low
LOC646762,2,0,0,2,0,0,0.0,1.0,low
LOC129998164,2,0,0,2,0,0,0.0,1.0,low
LOC132089522,2,0,0,2,0,0,0.0,1.0,low
OR4F21,10,0,0,10,0,0,0.0,1.0,low
LOC130000021,2,0,0,2,0,0,0.0,1.0,low
LOC126860326,2,0,0,2,0,0,0.0,1.0,low
LOC121740711,2,0,0,2,0,0,0.0,1.0,low
LOC113788270,2,0,0,2,0,0,0.0,1.0,low
LOC111255642,2,0,0,2,0,0,0.0,1.0,low
CSMD3,14,0,0,2,2,10,0.0,0.2857142857142857,low
LOC129999897,2,0,0,2,0,0,0.0,1.0,low
LOC129999896,2,0,0,2,0,0,0.0,1.0,low
LOC129999895,2,0,0,2,0,0,0.0,1.0,low
LOC129999894,2,0,0,2,0,0,0.0,1.0,low
LOC129999893,2,0,0,2,0,0,0.0,1.0,low
LOC129999892,2,0,0,2,0,0,0.0,1.0,low
LOC126860303,2,0,0,2,0,0,0.0,1.0,low
BLK-AS1,2,0,0,2,0,0,0.0,1.0,low
PKD2L1,4,0,0,0,0,4,0.0,0.0,low
KRTAP5-9,2,0,0,0,0,2,0.0,0.0,low
RBM4B,2,0,0,0,0,2,0.0,0.0,low
NPAS4,2,0,0,0,0,2,0.0,0.0,low
DNHD1,2,0,0,0,0,2,0.0,0.0,low
SLC22A8,2,0,0,0,0,2,0.0,0.0,low
AHNAK,8,0,0,0,2,6,0.0,0.25,low
STX3,4,0,0,0,2,2,0.0,0.5,low
OR5A2,2,0,0,0,0,2,0.0,0.0,low
GLYATL1,2,0,0,0,0,2,0.0,0.0,low
GLYATL2,2,0,0,0,0,2,0.0,0.0,low
OR1S2,4,0,0,0,0,4,0.0,0.0,low
OR52D1,2,0,0,0,0,2,0.0,0.0,low
OR52E2,2,0,0,0,2,0,0.0,1.0,low
OR51A4,2,0,0,0,0,2,0.0,0.0,low
SPIDR,12,0,0,2,4,6,0.0,0.5,low
LOC121331330,2,0,0,0,0,2,0.0,0.0,low
FOXB2,2,0,0,0,0,2,0.0,0.0,low
LURAP1L-AS1,4,0,0,0,2,2,0.0,0.5,low
LURAP1L,2,0,0,0,2,0,0.0,1.0,low
LOC128781591,4,0,0,0,2,2,0.0,0.5,low
LOC128772333,4,0,0,0,2,2,0.0,0.5,low
LOC128772332,4,0,0,0,2,2,0.0,0.5,low
LOC128772331,4,0,0,0,2,2,0.0,0.5,low
LOC128772330,4,0,0,0,2,2,0.0,0.5,low
LOC128772329,4,0,0,0,2,2,0.0,0.5,low
LOC130000325,2,0,0,2,0,0,0.0,1.0,low
LOC101927506,12,0,0,12,0,0,0.0,1.0,low
LOC110120655,4,0,0,4,0,0,0.0,1.0,low
LOC130001448,2,0,0,0,0,2,0.0,0.0,low
LOC130001447,2,0,0,0,0,2,0.0,0.0,low
LOC121740737,2,0,0,0,0,2,0.0,0.0,low
LOC110120591,2,0,0,0,0,2,0.0,0.0,low
LINC-ADAIN,2,0,0,0,0,2,0.0,0.0,low
DMRT3,3,0,0,0,0,3,0.0,0.0,low
DMRT2,2,0,0,0,0,2,0.0,0.0,low
LINC02907,8,0,0,8,0,0,0.0,1.0,low
LOC101928932,22,0,0,22,0,0,0.0,1.0,low
VPS13A-AS1,2,0,0,0,0,2,0.0,0.0,low
LOC129390088,2,0,0,0,0,2,0.0,0.0,low
LOC126860648,2,0,0,0,0,2,0.0,0.0,low
LOC124310570,2,0,0,0,0,2,0.0,0.0,low
LOC121331331,2,0,0,0,0,2,0.0,0.0,low
LOC130005064,4,0,0,2,2,0,0.0,1.0,low
LOC130005063,4,0,0,2,2,0,0.0,1.0,low
LOC130005062,4,0,0,2,2,0,0.0,1.0,low
B4GALNT4,4,0,0,2,2,0,0.0,1.0,low
MALRD1,4,0,0,2,2,0,0.0,1.0,low
TMEM236,6,0,0,0,4,0,0.0,0.6666666666666666,low
MIR6507,2,0,0,2,0,0,0.0,1.0,low
ASAH2B,2,0,0,2,0,0,0.0,1.0,low
LOC130004671,2,0,0,2,0,0,0.0,1.0,low
MIR511,4,0,0,2,2,0,0.0,1.0,low
LOC126861099,4,0,0,2,2,0,0.0,1.0,low
LINC01164,4,0,0,2,2,0,0.0,1.0,low
ZNG1A,3,0,0,3,0,0,0.0,1.0,low
LINGO2,18,0,0,6,8,2,0.0,0.7777777777777778,low
LOC129390245,2,0,0,2,0,0,0.0,1.0,low
OR5M10,2,0,0,2,0,0,0.0,1.0,low
PTPMT1,2,0,0,2,0,0,0.0,1.0,low
LOC129390283,2,0,0,2,0,0,0.0,1.0,low
LOC129390282,2,0,0,2,0,0,0.0,1.0,low
KBTBD4,2,0,0,2,0,0,0.0,1.0,low
FAM180B,2,0,0,2,0,0,0.0,1.0,low
C1QTNF4,2,0,0,2,0,0,0.0,1.0,low
LOC130007128,6,0,0,4,2,0,0.0,1.0,low
GLB1L3,7,0,0,4,2,1,0.0,0.8571428571428571,low
GLB1L2,7,0,0,4,2,1,0.0,0.8571428571428571,low
SIGIRR,4,0,0,2,2,0,0.0,1.0,low
PKP3,4,0,0,2,2,0,0.0,1.0,low
ZNF10,2,0,0,2,0,0,0.0,1.0,low
LOC132090064,2,0,0,2,0,0,0.0,1.0,low
LOC126861702,2,0,0,2,0,0,0.0,1.0,low
KRT84,2,0,0,2,0,0,0.0,1.0,low
LOC132090846,2,0,0,2,0,0,0.0,1.0,low
LOC132090113,2,0,0,2,0,0,0.0,1.0,low
LOC132090112,2,0,0,2,0,0,0.0,1.0,low
LOC130008194,14,0,0,8,4,0,0.0,0.8571428571428571,low
LOC126861308,2,0,0,2,0,0,0.0,1.0,low
LOC126861307,2,0,0,2,0,0,0.0,1.0,low
LOC126861306,2,0,0,2,0,0,0.0,1.0,low
LINC02553,4,0,0,4,0,0,0.0,1.0,low
LOC113939921,2,0,0,0,0,2,0.0,0.0,low
LINC02718,2,0,0,0,0,2,0.0,0.0,low
CCDC179,2,0,0,0,0,2,0.0,0.0,low
GOLGA6C,8,0,0,8,0,0,0.0,1.0,low
GOLGA6L22,2,0,0,2,0,0,0.0,1.0,low
RGS6,6,0,0,2,0,4,0.0,0.3333333333333333,low
LOC132090179,2,0,0,2,0,0,0.0,1.0,low
LOC132090178,4,0,0,4,0,0,0.0,1.0,low
LOC132090177,4,0,0,4,0,0,0.0,1.0,low
LINC00362,2,0,0,2,0,0,0.0,1.0,low
WDFY2,2,0,0,2,0,0,0.0,1.0,low
LOC130009828,2,0,0,2,0,0,0.0,1.0,low
LOC130009827,2,0,0,2,0,0,0.0,1.0,low
LOC130009826,2,0,0,2,0,0,0.0,1.0,low
LOC124900146,2,0,0,2,0,0,0.0,1.0,low
LOC110120833,2,0,0,2,0,0,0.0,1.0,low
LOC130008713,6,0,0,2,2,0,0.0,0.6666666666666666,low
ACACB,10,0,0,4,2,2,0.0,0.6,low
ZNF268,4,0,0,4,0,0,0.0,1.0,low
LOC130058035,6,0,0,2,4,0,0.0,1.0,low
LOC126862248,6,0,0,4,2,0,0.0,1.0,low
LOC121847963,6,0,0,2,4,0,0.0,1.0,low
LOC113939942,6,0,0,4,2,0,0.0,1.0,low
LOC130057035,2,0,0,0,0,2,0.0,0.0,low
LOC130057034,2,0,0,0,0,2,0.0,0.0,low
LOC125078078,2,0,0,0,0,2,0.0,0.0,low
LOC112272592,2,0,0,0,0,2,0.0,0.0,low
LOC102724587,2,0,0,0,0,2,0.0,0.0,low
ATP8B4,2,0,0,0,0,2,0.0,0.0,low
ZNF774,4,0,0,2,2,0,0.0,1.0,low
LOC130057914,4,0,0,2,2,0,0.0,1.0,low
LOC130057913,4,0,0,2,2,0,0.0,1.0,low
LOC125146354,4,0,0,2,2,0,0.0,1.0,low
IQGAP1,7,0,0,2,2,3,0.0,0.5714285714285714,low
GOLGA6D,8,0,0,8,0,0,0.0,1.0,low
ALYREF,2,0,0,2,0,0,0.0,1.0,low
TRR-CCG2-1,6,0,0,2,4,0,0.0,1.0,low
LOC130061503,6,0,0,2,4,0,0.0,1.0,low
LOC130061502,6,0,0,2,4,0,0.0,1.0,low
LOC129390922,8,0,0,2,6,0,0.0,1.0,low
KPNA2,8,0,0,2,6,0,0.0,1.0,low
C17ORF58,6,0,0,2,4,0,0.0,1.0,low
NPEPPS,2,0,0,0,2,0,0.0,1.0,low
LOC130061053,2,0,0,0,2,0,0.0,1.0,low
LOC130061052,2,0,0,0,2,0,0.0,1.0,low
LOC129390842,6,0,0,6,0,0,0.0,1.0,low
LOC108745275,6,0,0,6,0,0,0.0,1.0,low
LOC130060723,2,0,0,2,0,0,0.0,1.0,low
LOC126862300,4,0,0,4,0,0,0.0,1.0,low
WASIR2,14,0,0,8,6,0,0.0,1.0,low
OR4F17,26,0,0,24,2,0,0.0,1.0,low
MIR1302-11,12,0,0,10,2,0,0.0,1.0,low
FAM138F,16,0,0,14,2,0,0.0,1.0,low
TUBB8B,6,0,0,6,0,0,0.0,1.0,low
LINC02564,6,0,0,6,0,0,0.0,1.0,low
LOC130062740,2,0,0,2,0,0,0.0,1.0,low
LINC01927,2,0,0,2,0,0,0.0,1.0,low
LINC01879,2,0,0,2,0,0,0.0,1.0,low
LOC132090487,6,0,0,4,2,0,0.0,1.0,low
LOC132090486,10,0,0,6,4,0,0.0,1.0,low
LOC130061978,2,0,0,2,0,0,0.0,1.0,low
LOC130061977,2,0,0,2,0,0,0.0,1.0,low
LOC130061976,2,0,0,2,0,0,0.0,1.0,low
LOC126862668,2,0,0,2,0,0,0.0,1.0,low
ANAPC11,2,0,0,2,0,0,0.0,1.0,low
LOC125371505,2,0,0,2,0,0,0.0,1.0,low
LOC110120873,2,0,0,2,0,0,0.0,1.0,low
LINC01834,2,0,0,2,0,0,0.0,1.0,low
LINC01791,2,0,0,2,0,0,0.0,1.0,low
