orpha_code,name,disorder_type,group,synonyms,geo_prevalence
295006,OBSOLETE: Preaxial polydactyly of toes,Morphological anomaly,Disorder,OBSOLETE: Bifid great toes|OBSOLETE: Preaxial polydactyly of foot|OBSOLETE: Bifid hallux|OBSOLETE: Bifid halluces,Global
295020,Congenital pseudoarthrosis of the femur,Clinical subtype,Subtype of disorder,Congenital pseudarthrosis of the femur,Global
295018,Congenital pseudoarthrosis of the tibia,Clinical subtype,Subtype of disorder,Congenital pseudarthrosis of the tibia,Global
295016,Camptodactyly of fingers,Morphological anomaly,Disorder,,Global
295014,Familial isolated clinodactyly of fingers,Morphological anomaly,Disorder,,Global
294996,OBSOLETE: Brachydactyly of fingers,Morphological anomaly,Disorder,OBSOLETE: Short fingers,Global
294994,OBSOLETE: Split foot,Morphological anomaly,Disorder,,Global
294992,OBSOLETE: Split hand,Morphological anomaly,Disorder,OBSOLETE: Ectrodactyly of hand,Global
294990,OBSOLETE: Congenital absence/hypoplasia of fingers excluding thumb,Morphological anomaly,Disorder,OBSOLETE: Digits 2-5 hypodactyly|OBSOLETE: Digits 2-5 oligodactyly,Global
295004,Central polydactyly,Morphological anomaly,Disorder,Mesoaxial polydactyly,Global
295002,Isolated hyperphalangy,Morphological anomaly,Disorder,Supernumerary phalanx|Isolated congenital supernumerary phalanges,Global
295000,Amniotic band syndrome,Malformation syndrome,Disorder,Congenital constriction ring syndrome|Congenital ring constrictions|Constriction band syndrome|Streeter dysplasia|ABS|Amniotic band sequence,Global
294998,OBSOLETE: Brachydactyly of toes,Morphological anomaly,Disorder,OBSOLETE: Short toes,Global
294977,Isolated absence of thigh and lower leg with foot present,Morphological anomaly,Disorder,Isolated congenital femoro-tibio-fibular intercalary transverse meromelia,Global
294979,Isolated absence of both forearm and hand,Morphological anomaly,Disorder,Isolated congenital radio-ulnar terminal transverse meromelia,Global
294973,Isolated humeral agenesis/hypoplasia,Morphological anomaly,Disorder,Isolated humeral intercalary meromelia|Isolated congenital absence of humerus|Isolated congenital humeral deficiency|Isolated congenital hypoplasia of humerus,Global
294975,Isolated absence of upper arm and forearm with hand present,Morphological anomaly,Disorder,Isolated congenital humero-radio-ulnar intercalary transverse meromelia,Global
294986,Isolated apodia,Morphological anomaly,Disorder,Isolated congenital absence of foot,Global
294988,Isolated hypoplasia of thumb,Morphological anomaly,Disorder,Isolated congenital thumb hypodactyly|Isolated congenital thumb oligodactyly|Isolated congenital absence/hypoplasia of thumb,Global
294981,Isolated absence of both lower leg and foot,Morphological anomaly,Disorder,Isolated congenital tibiofibular terminal transverse meromelia,Global
294983,Isolated acheiria,Morphological anomaly,Disorder,Isolated congenital absence of hand,Global
294961,OBSOLETE: Syndromes with synostoses of limbs,Category,Group of disorders,,Global
294963,Popliteal pterygium syndrome,Clinical group,Group of disorders,,Global
294957,Dysostosis with combined reduction defects of upper and lower limbs,Category,Group of disorders,,Global
294959,"Syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy",Category,Group of disorders,,Global
294969,Isolated amelia of lower limb,Morphological anomaly,Disorder,Isolated congenital absence of lower limb,Global
294971,Isolated tetra-amelia,Morphological anomaly,Disorder,Isolated total amelia,Global
294965,Lethal congenital contracture syndrome,Clinical group,Group of disorders,LCCS,Global
294967,Isolated amelia of upper limb,Morphological anomaly,Disorder,Isolated congenital absence of upper limb,Global
290842,Autoinflammatory syndrome with skin involvement,Category,Group of disorders,,Global
290849,Rare head and neck tumor,Category,Group of disorders,,Global
289891,Hypermethioninemia due to glycine N-methyltransferase deficiency,Disease,Disorder,Glycine N-methyltransferase deficiency|Hypermethioninemia due to GNMT deficiency,Global
289902,3-methylglutaconic aciduria,Clinical group,Group of disorders,,Global
289899,Organic aciduria,Category,Group of disorders,,Global
289866,Disorder of proline metabolism,Category,Group of disorders,,Global
289863,Atypical glycine encephalopathy,Clinical subtype,Subtype of disorder,Atypical NKA|Atypical non-ketotic hyperglycinemia,Global
289877,Transient hyperammonemia of the newborn,Particular clinical situation in a disease or syndrome,Disorder,,Global
289869,Disorder of ornithine metabolism,Category,Group of disorders,,Global
290839,Autoinflammatory syndrome with immune deficiency,Category,Group of disorders,,Global
290836,Systemic disease with skin involvement,Category,Group of disorders,,Global
289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0,Clinical subtype,Subtype of disorder,Complete deficiency of methylmalonyl-CoA mutase|Vitamin B12-unresponsive methylmalonic aciduria type mut0,Global
289682,Lymphoepithelial-like carcinoma,Disease,Disorder,,Global
289685,Myopericytoma,Disease,Disorder,,Global
289661,Epstein-Barr virus-positive diffuse large B-cell lymphoma,Disease,Disorder,"EBV-positive DLBCL|Epstein-Barr virus-positive diffuse large B-cell lymphoma not otherwise specified|Epstein-Barr virus-positive diffuse large B-cell lymphoma, NOS",Global
289666,Plasmablastic lymphoma,Disease,Disorder,PBL,Global
289651,Epstein-Barr Virus-associated carcinoma,Category,Group of disorders,EBV-associated carcinoma,Global
289656,Epstein-Barr Virus-associated mesenchymal tumor,Category,Group of disorders,EBV-associated mesenchymal tumor,Global
289638,Epstein-Barr Virus-related tumor,Category,Group of disorders,EBV-related tumor,Global
289644,Epstein-Barr virus-associated malignant lymphoproliferative disorder,Category,Group of disorders,EBV-associated lymphoproliferative disorder,Global
289857,Neonatal glycine encephalopathy,Clinical subtype,Subtype of disorder,Classic glycine encephalopathy|Neonatal NKH|Neonatal non-ketotic hyperglycinemia,Global
289860,Infantile glycine encephalopathy,Clinical subtype,Subtype of disorder,Infantile NKH|Infantile non-ketotic hyperglycinemia,Global
289846,Glutathione synthetase deficiency with 5-oxoprolinuria,Clinical subtype,Subtype of disorder,,Global
289849,Glutathione synthetase deficiency without 5-oxoprolinuria,Clinical subtype,Subtype of disorder,,Global
289832,Disorder of lysine and hydroxylysine metabolism,Category,Group of disorders,,Global
289841,Disorder of glutamine metabolism,Category,Group of disorders,,Global
289825,Late-onset primary lymphedema without systemic or visceral involvement,Clinical group,Group of disorders,,Global
289829,Disorder of tryptophan metabolism,Category,Group of disorders,,Global
289573,Multiple mitochondrial dysfunctions syndrome,Clinical group,Group of disorders,,Global
289560,Mitochondrial membrane protein-associated neurodegeneration,Disease,Disorder,MPAN|NBIA due to C19orf12 mutation|NBIA4|Neurodegeneration with brain iron accumulation due to C19orf12 mutation|Neurodegeneration with brain iron accumulation type 4,Global
289553,Dysmorphism-conductive hearing loss-heart defect syndrome,Malformation syndrome,Disorder,,Global
289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,Disease,Disorder,,Global
289539,BAP1-related tumor predisposition syndrome,Disease,Disorder,Tumor susceptibility linked to germline BAP1 mutations,Global
289635,Rare virus associated tumor,Category,Group of disorders,,Global
289601,Hereditary arterial and articular multiple calcification syndrome,Disease,Disorder,CALJA|Calcification of joints and arteries,Global
289596,Juvenile nasopharyngeal angiofibroma,Disease,Disorder,JNA,Global
289586,Exfoliative ichthyosis,Disease,Disorder,Autosomal recessive exfoliative ichthyosis|Ichthyosis exfoliativa,Global
293355,Methylmalonic acidemia without homocystinuria,Clinical group,Group of disorders,Methylmalonic aciduria without homocystinuria,Global
293375,Grayson-Wilbrandt corneal dystrophy,Disease,Disorder,GWCD,Global
293381,Epithelial recurrent erosion dystrophy,Disease,Disorder,Dystrophia Smolandiensis|ERED|Recurrent hereditary corneal erosions|Dystrophia Helsinglandica,Global
293462,Pre-Descemet corneal dystrophy,Disease,Disorder,PDCD,Global
293603,Congenital hereditary endothelial dystrophy type II,Disease,Disorder,Congenital hereditary endothelial dystrophy type 2|Infantile hereditary endothelial dystrophy|Maumenee corneal dystrophy|Autosomal recessive CHED|Autosomal recessive congenital hereditary endothelial dystrophy|CHED2|CHEDII,Global
293621,X-linked endothelial corneal dystrophy,Disease,Disorder,XECD,Global
811,Shwachman-Diamond syndrome,Disease,Disorder,Pancreatic insufficiency and bone marrow dysfunction|SDS|Shwachman syndrome|Shwachman-Bodian-Diamond syndrome,Global
2689,Intermittent neutropenia,Disease,Disorder,,Global
2687,Neutropenia-hyperlymphocytosis with large granular lymphocytes syndrome,Disease,Disorder,,Global
336,NON RARE IN EUROPE: Fibromuscular dysplasia of arteries,Disease,Disorder,,Global
293150,Familial clubfoot due to PITX1 point mutation,Etiological subtype,Subtype of disorder,Hereditary clubfoot due to PITX1 point mutation,Global
741,Familial mitral valve prolapse,Morphological anomaly,Disorder,,Global
293144,Familial clubfoot due to 5q31 microdeletion,Etiological subtype,Subtype of disorder,Hereditary clubfoot due to 5q31 microdeletion,Global
293168,Infantile-onset ascending hereditary spastic paralysis,Disease,Disorder,IAHSP,Global
293165,Skin fragility-woolly hair-palmoplantar keratoderma syndrome,Disease,Disorder,Skin fragility-woolly hair-palmoplantar hyperkeratosis syndrome,Global
428,Autosomal dominant hypocalcemia,Clinical subtype,Subtype of disorder,AD hypocalcemia,Global
293181,Epilepsy of infancy with migrating focal seizures,Disease,Disorder,EIMFS|Malignant migrating partial seizures of infancy|MMPEI|MMPSI|MPEI|MPSI|Malignant migrating partial epilepsy of infancy|Migrating partial epilepsy of infancy|Migrating partial seizures of infancy|Epilepsy with migrating focal seizure in infancy,Global
2298,Insulin-resistance syndrome type B,Disease,Disorder,,Global
293173,Acute generalized exanthematous pustulosis,Disease,Disorder,AGEP|Pustular drug eruption|Toxic pustuloderma,Global
2207,Familial primary hyperparathyroidism,Clinical group,Group of disorders,,Global
293199,Pleomorphic rhabdomyosarcoma,Clinical subtype,Subtype of disorder,,Global
393,"46,XX testicular difference of sex development",Malformation syndrome,Disorder,"46,XX testicular DSD|De la Chapelle syndrome|XX, male syndrome|46,XX testicular disorder of sex development",Global
293190,OBSOLETE: Pleomorphic undifferentiated sarcoma,Disease,Disorder,,Global
293202,Epithelioid sarcoma,Disease,Disorder,,Global
293284,Tetrahydrobiopterin-responsive phenylketonuria,Clinical subtype,Subtype of disorder,BH4-responsive phenylketonuria|BH4-responsive PKU|Tetrahydrobiopterin-responsive PKU,Global
293208,Celiac artery compression syndrome,Disease,Disorder,Dunbar syndrome|Median arcuate ligament syndrome|MALS,Global
2459,Mansonelliasis,Disease,Disorder,Mansonellosis,Global
2404,Loiasis,Disease,Disorder,,Global
2394,Pyruvate dehydrogenase E3 deficiency,Clinical subtype,Subtype of disorder,DLD deficiency|Dihydrolipoamide dehydrogenase deficiency|E3-deficient maple syrup urine disease,Global
2356,Arachnoid cyst,Morphological anomaly,Disorder,,Global
829,Adult-onset Still disease,Disease,Disorder,AOSD|Wissler-Fanconi syndrome,Global
3096,Reye syndrome,Disease,Disorder,,Global
1929,Rasmussen subacute encephalitis,Disease,Disorder,Rasmussen syndrome,Global
1183,Opsoclonus-myoclonus syndrome,Disease,Disorder,Ataxo-opso-myoclonus syndrome|Dancing eye syndrome|Dancing eye-dancing feet syndrome|Kinsbourne syndrome|OMA syndrome|OMS|Opsoclonus-myoclonus-ataxia syndrome|POMA syndrome|Paraneoplastic opsoclonus-myoclonus|Paraneoplastic opsoclonus-myoclonus-ataxia syndrome,Global
2688,Adult idiopathic neutropenia,Disease,Disorder,Adult chronic idiopathic neutropenia,Global
2686,Cyclic neutropenia,Disease,Disorder,,Global
890,Hepatic veno-occlusive disease,Disease,Disorder,Sinusoidal obstruction syndrome,Global
176,Non-rhizomelic chondrodysplasia punctata,Clinical group,Group of disorders,,Global
231,Dracunculiasis,Disease,Disorder,Dracunculosis|Guinea worm disease|Medina worm disease|Medinensis,Global
2035,Lymphatic filariasis,Disease,Disorder,,Global
80,Antiphospholipid syndrome,Disease,Disorder,Classic antiphospholipid syndrome|APLS|Antiphospholipid antibody syndrome|Hughes syndrome|Classic APLS,Global
285657,Disorder of folate metabolism and transport,Category,Group of disorders,,Global
284786,Qualitative or quantitative defects of troponin,Category,Group of disorders,,Global
284790,Qualitative or quantitative defects of tropomyosin,Category,Group of disorders,,Global
284804,Ocular albinism,Clinical group,Group of disorders,,Global
284448,CLIPPERS,Disease,Disorder,Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,Global
284454,Acute zonal occult outer retinopathy,Disease,Disorder,AZOOR,Global
284460,Acute annular outer retinopathy,Disease,Disorder,AAOR,Global
284414,"Glycerol kinase deficiency, adult form",Clinical subtype,Subtype of disorder,,Global
284417,"Phosphoserine aminotransferase deficiency, infantile/juvenile form",Etiological subtype,Subtype of disorder,"PSAT deficiency, infantile/juvenile form",Global
284426,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,Clinical subtype,Subtype of disorder,GSD due to lactate dehydrogenase M-subunit deficiency|Glycogenosis due to lactate dehydrogenase M-subunit deficiency|LDH-M subunit deficiency|Lactate dehydrogenase A deficiency,Global
284435,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,Clinical subtype,Subtype of disorder,GSD due to lactate dehydrogenase H-subunit deficiency|Glycogenosis due to lactate dehydrogenase H-subunit deficiency|LDH-H subunit deficiency|Lactate dehydrogenase B deficiency,Global
285014,Rare disease with thoracic aortic aneurysm and aortic dissection,Category,Group of disorders,,Global
284993,Marfan syndrome and Marfan-related disorders,Category,Group of disorders,,Global
284973,Marfan syndrome type 2,Clinical subtype,Subtype of disorder,MFS2,Global
284963,Marfan syndrome type 1,Clinical subtype,Subtype of disorder,MFS1,Global
284984,Aneurysm-osteoarthritis syndrome,Disease,Disorder,,Global
284979,Neonatal Marfan syndrome,Disease,Disorder,Neonatal MFS,Global
284814,Disorder of phenylalanine metabolism,Category,Group of disorders,,Global
284811,Syndromic oculocutaneous albinism,Category,Group of disorders,,Global
284818,Disorder of tyrosine metabolism,Category,Group of disorders,,Global
289362,Non-central nervous system-localized embryonal carcinoma,Clinical subtype,Subtype of disorder,Non-CNS-localized embryonal carcinoma,Global
289365,Familial vesicoureteral reflux,Malformation syndrome,Disorder,Familial VUR,Global
289347,Infective dermatitis associated with HTLV-1,Disease,Disorder,IDH|Infective dermatitis associated with human T-lymphotropic virus type 1|Infective dermatitis associated with human T-lymphotropic virus type I,Global
