Disease,OMIMID,PhenotypeClass
short stature with microcephaly and distinctive facies,OMIM:615789,3
"short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities",OMIM:602471,3
langer mesomelic dysplasia,OMIM:249700,3
leri-weill dyschondrosteosis,OMIM:127300,3
"short stature, idiopathic familial",OMIM:300582,3
"short stature, onychodysplasia, facial dysmorphism, and hypotrichosis",OMIM:614813,3
"short stature, optic nerve atrophy, and pelger-huet anomaly",OMIM:614800,3
"?agammaglobulinemia 7, autosomal recessive",OMIM:615214,3
immunodeficiency 36,OMIM:616005,3
short syndrome,OMIM:269880,3
short-rib thoracic dysplasia 10 with or without polydactyly,OMIM:615630,3
short-rib thoracic dysplasia 11 with or without polydactyly,OMIM:615633,3
short-rib thoracic dysplasia 2 with or without polydactyly,OMIM:611263,3
short-rib thoracic dysplasia 3 with or without polydactyly,OMIM:613091,3
nephronophthisis 12,OMIM:613820,3
short-rib thoracic dysplasia 4 with or without polydactyly,OMIM:613819,3
short-rib thoracic dysplasia 6 with or without polydactyly,OMIM:263520,3
short-rib thoracic dysplasia 8 with or without polydactyly,OMIM:615503,3
short-rib thoracic dysplasia 9 with or without polydactyly,OMIM:266920,3
shprintzen-goldberg syndrome,OMIM:182212,3
shwachman-bodian-diamond syndrome,OMIM:260400,3
salla disease,OMIM:604369,3
"sialic acid storage disorder, infantile",OMIM:269920,3
"sialidosis, type i",OMIM:256550,3
"sialidosis, type ii",OMIM:256550,3
"inclusion body myopathy, autosomal recessive",OMIM:600737,3
nonaka myopathy,OMIM:605820,3
sialuria,OMIM:269921,3
brugada syndrome 8,OMIM:613123,3
sick sinus syndrome 2,OMIM:163800,3
"[blood group, globoside system]",OMIM:615021,3
"[blood group, p1pk system, p(k) phenotype]",OMIM:111400,3
"sideroblastic anemia with b-cell immunodeficiency, periodic fevers, and developmental delay",OMIM:616084,3
"charcot-marie-tooth disease, type 2d",OMIM:601472,3
"encephalopathy, progressive, with or without lipodystrophy",OMIM:615924,3
"lipodystrophy, congenital generalized, type 2",OMIM:269700,3
silver spastic paraplegia syndrome,OMIM:270685,3
"neuropathy, distal hereditary motor, type va",OMIM:600794,3
?retinitis pigmentosa 23,OMIM:300424,3
orofaciodigital syndrome i,OMIM:311200,3
"simpson-golabi-behmel syndrome, type 2",OMIM:300209,3
joubert syndrome 10,OMIM:300804,3
holoprosencephaly-2,OMIM:157170,3
holoprosencephaly-3,OMIM:142945,3
microphthalmia with coloboma 5,OMIM:611638,3
single median maxillary central incisor,OMIM:147250,3
schizencephaly,OMIM:269160,3
"primary aldosteronism, seizures, and neurologic abnormalities",OMIM:615474,3
sinoatrial node dysfunction and deafness,OMIM:614896,3
gallbladder disease 4,OMIM:611465,3
sitosterolemia,OMIM:210250,3
sjogren-larsson syndrome,OMIM:270200,3
"leukemia, acute promyelocytic, pl2f/rara type",-666,3
"skeletal defects, genital hypoplasia, and mental retardation",OMIM:612447,3
arrhythmogenic right ventricular dysplasia 8,OMIM:607450,3
keratosis palmoplantaris striata ii,OMIM:612908,3
skin fragility-woolly hair syndrome,OMIM:607655,3
"cardiomyopathy, dilated, with woolly hair and keratoderma",OMIM:605676,3
"dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis",OMIM:615821,3
"epidermolysis bullosa, lethal acantholytic",OMIM:609638,3
small patella syndrome,OMIM:147891,3
small-cell cancer of lung,-666,2
smith-lemli-opitz syndrome,OMIM:270400,3
smith-magenis syndrome,OMIM:182290,3
dyggve-melchior-clausen disease,OMIM:223800,3
smith-mccort dysplasia,OMIM:607326,3
smith-mccort dysplasia 2,OMIM:615222,3
leber congenital amaurosis 16,OMIM:614186,3
snowflake vitreoretinal degeneration,OMIM:193230,3
"somatostatin analog, resistance to",OMIM:102200,3
sorsby fundus dystrophy,OMIM:136900,3
marshall-smith syndrome,OMIM:602535,3
sotos syndrome 2,OMIM:614753,3
"spastic ataxia 1, autosomal dominant",OMIM:108600,3
"spastic ataxia 2, autosomal recessive",OMIM:611302,3
"spastic ataxia 3, autosomal recessive",OMIM:611390,3
"spastic ataxia, charlevoix-saguenay type",OMIM:270550,3
"amyotrophic lateral sclerosis 2, juvenile",OMIM:205100,3
"primary lateral sclerosis, juvenile",OMIM:606353,3
"spastic paralysis, infantile onset ascending",OMIM:607225,3
"spastic paraplegia 10, autosomal dominant",OMIM:604187,3
"spastic paraplegia 11, autosomal recessive",OMIM:604360,3
"spastic paraplegia 12, autosomal dominant",OMIM:604805,3
"leukodystrophy, hypomyelinating, 4",OMIM:612233,3
"spastic paraplegia 13, autosomal dominant",OMIM:605280,3
"spastic paraplegia 14, autosomal recessive",OMIM:605229,2
"spastic paraplegia 15, autosomal recessive",OMIM:270700,3
"spastic paraplegia 16, x-linked, complicated",-666,2
"spastic paraplegia 18, autosomal recessive",OMIM:611225,3
"spastic paraplegia 19, autosomal dominant",OMIM:607152,2
pelizaeus-merzbacher disease,OMIM:312080,3
"spastic paraplegia 2, x-linked",OMIM:312920,3
"spastic paraplegia 24, autosomal recessive",OMIM:607584,2
"spastic paraplegia 25, autosomal recessive",OMIM:608220,2
"spastic paraplegia 26, autosomal recessive",OMIM:609195,3
"spastic paraplegia 27, autosomal recessive",OMIM:609041,2
"spastic paraplegia 28, autosomal recessive",OMIM:609340,3
"spastic paraplegia 29, autosomal dominant",OMIM:609727,2
"mental retardation, autosomal dominant 9",OMIM:614255,3
"neuropathy, hereditary sensory, type iic",OMIM:614213,3
"spastic paraplegia 30, autosomal recessive",OMIM:610357,3
"spastic paraplegia 32, autosomal recessive",OMIM:611252,2
"spastic paraplegia 33, autosomal dominant",OMIM:610244,3
"spastic paraplegia 34, x-linked",OMIM:300750,2
"spastic paraplegia 35, autosomal recessive",OMIM:612319,3
"spastic paraplegia 36, autosomal dominant",OMIM:613096,2
"spastic paraplegia 37, autosomal dominant",OMIM:611945,2
"spastic paraplegia 38, autosomal dominant",OMIM:612335,2
boucher-neuhauser syndrome,OMIM:215470,3
"spastic paraplegia 39, autosomal recessive",OMIM:612020,3
"neuropathy, hereditary sensory, type id",OMIM:613708,3
"spastic paraplegia 3a, autosomal dominant",OMIM:182600,3
"spastic paraplegia 4, autosomal dominant",OMIM:182601,3
"congenital cataracts, hearing loss, and neurodegeneration",OMIM:614482,3
"spastic paraplegia 42, autosomal dominant",OMIM:612539,3
"leukodystrophy, hypomyelinating, 2",OMIM:608804,3
"lymphedema, hereditary, ic",OMIM:613480,3
"spastic paraplegia 44, autosomal recessive",OMIM:613206,3
spastic paraplegia 45,OMIM:613162,3
"spastic paraplegia 45, autosomal recessive",OMIM:613162,2
"spastic paraplegia 46, autosomal recessive",OMIM:614409,3
"spastic paraplegia 47, autosomal recessive",OMIM:614066,3
"spastic paraplegia 48, autosomal recessive",OMIM:613647,3
"spastic paraplegia 49, autosomal recessive",OMIM:615031,3
"spastic paraplegia 50, autosomal recessive",OMIM:612936,3
"spastic paraplegia 51, autosomal recessive",OMIM:613744,3
"spastic paraplegia 52, autosomal recessive",OMIM:614067,3
"spastic paraplegia 53, autosomal recessive",OMIM:614898,3
"spastic paraplegia 54, autosomal recessive",OMIM:615033,3
combined oxidative phosphorylation deficiency 7,OMIM:613559,3
"spastic paraplegia 55, autosomal recessive",OMIM:615035,3
"spastic paraplegia 56, autosomal recessive",OMIM:615030,3
"bile acid synthesis defect, congenital, 3",OMIM:613812,3
"spastic paraplegia 5a, autosomal recessive",OMIM:270800,3
"spastic paraplegia 6, autosomal dominant",OMIM:600363,3
spastic paraplegia 64,OMIM:615683,3
"spastic paraplegia 7, autosomal recessive",OMIM:607259,3
ritscher-schinzel syndrome,OMIM:220210,3
"spastic paraplegia 8, autosomal dominant",OMIM:603563,3
"spastic paraplegia 9, autosomal dominant",OMIM:601162,2
"spastic paraplegia, optic atrophy, and neuropathy",OMIM:609541,2
specific granule deficiency,OMIM:245480,3
"specific language impairment qtl, 1",-666,2
"specific language impairment qtl, 2",-666,2
"specific language impairment qtl, 3",-666,2
speech-language disorder-1,OMIM:602081,3
aplastic anemia,OMIM:609135,3
nijmegen breakage syndrome,OMIM:251260,3
"leukemia, acute lymphoblastic",OMIM:613065,1
spermatogenic failure 10,OMIM:614822,3
spermatogenic failure 11,OMIM:615081,3
spermatogenic failure 12,OMIM:615413,3
spermatogenic failure 2,OMIM:108420,2
spermatogenic failure 3,OMIM:606766,3
spermatogenic failure 5,OMIM:243060,3
spermatogenic failure 6,OMIM:102530,3
spermatogenic failure 7,OMIM:612997,3
46xy sex reversal 3,OMIM:612965,3
premature ovarian failure 7,OMIM:612964,3
spermatogenic failure 8,OMIM:613957,3
adrenocortical insufficiency,-666,3
spermatogenic failure 9,OMIM:613958,3
"spermatogenic failure, x-linked, 2",OMIM:309120,2
"spermatogenic failure, y-linked, 1",OMIM:400042,4
"spermatogenic failure, y-linked, 2",OMIM:415000,3
"spherocytosis, hereditary, type 5",OMIM:612690,3
"spherocytosis, type 1",OMIM:182900,3
"anemia, neonatal hemolytic, fatal and near-fatal",-666,3
elliptocytosis-3,-666,3
"spherocytosis, type 2",-666,3
elliptocytosis-2,OMIM:130600,3
pyropoikilocytosis,OMIM:266140,3
"spherocytosis, type 3",OMIM:270970,3
"neuronopathy, distal hereditary motor, type viia",OMIM:158580,3
farber lipogranulomatosis,OMIM:228000,3
spinal muscular atrophy with progressive myoclonic epilepsy,OMIM:159950,3
"spinal muscular atrophy, chronic distal, autosomal recessive",-666,2
"charcot-marie-tooth disease, recessive intermediate c",OMIM:615376,3
"spinal muscular atrophy, distal, autosomal recessive, 4",OMIM:611067,3
"spinal muscular atrophy, distal, autosomal recessive, 5",OMIM:614881,3
menkes disease,OMIM:309400,3
occipital horn syndrome,OMIM:304150,3
"spinal muscular atrophy, distal, x-linked 3",OMIM:300489,3
"spinal muscular atrophy, jokela type",OMIM:615048,2
amyotrophic lateral sclerosis 8,OMIM:608627,3
"spinal muscular atrophy, late-onset, finkel type",OMIM:182980,3
"charcot-marie-tooth disease, axonal, type 20",OMIM:614228,3
"mental retardation, autosomal dominant 13",OMIM:614563,3
"spinal muscular atrophy, lower extremity-predominant 1, ad",OMIM:158600,3
"spinal muscular atrophy, lower extremity-predominant, 2, ad",OMIM:615290,3
"spinal muscular atrophy, x-linked 2, infantile",OMIM:301830,3
spinal muscular atrophy-1,OMIM:253300,3
spinal muscular atrophy-3,OMIM:253400,3
spinal muscular atrophy-4,OMIM:271150,3
spinal muscular atrophy-2,OMIM:253550,3
spinocerebellar ataxia 1,OMIM:164400,3
spinocerebellar ataxia 10,OMIM:603516,3
spinocerebellar ataxia 11,OMIM:604432,3
spinocerebellar ataxia 12,OMIM:604326,3
spinocerebellar ataxia 13,OMIM:605259,3
spinocerebellar ataxia 14,OMIM:605361,3
spinocerebellar ataxia 18,OMIM:607458,2
spinocerebellar ataxia 19,OMIM:607346,3
spinocerebellar ataxia 20,OMIM:608687,4
spinocerebellar ataxia 21,OMIM:607454,3
spinocerebellar ataxia 23,OMIM:610245,3
spinocerebellar ataxia 25,OMIM:608703,2
spinocerebellar ataxia 27,OMIM:609307,3
"ataxia, spastic, 5, autosomal recessive",OMIM:614487,3
spinocerebellar ataxia 28,OMIM:610246,3
spinocerebellar ataxia 15,OMIM:606658,3
"spinocerebellar ataxia 29, congenital nonprogressive",OMIM:117360,3
spinocerebellar ataxia 31,OMIM:117210,3
spinocerebellar ataxia 32,OMIM:613909,2
spinocerebellar ataxia 35,OMIM:613908,3
spinocerebellar ataxia 36,OMIM:614153,3
spinocerebellar ataxia 38,OMIM:615957,3
"episodic ataxia, type 2",OMIM:108500,3
"migraine, familial hemiplegic, 1, with progressive cerebellar ataxia",OMIM:141500,3
spinocerebellar ataxia 6,OMIM:183086,3
"migraine, familial hemiplegic, 1",OMIM:141500,3
spinocerebellar ataxia 7,OMIM:164500,3
spinocerebellar ataxia 8,OMIM:608768,3
"spinocerebellar ataxia, autosomal recessive 10",OMIM:613728,3
"spinocerebellar ataxia, autosomal recessive 11",OMIM:614229,3
"spinocerebellar ataxia, autosomal recessive 13",OMIM:614831,3
spinocerebellar ataxia 5,OMIM:600224,3
"spinocerebellar ataxia, autosomal recessive 14",OMIM:615386,3
"spinocerebellar ataxia, autosomal recessive 16",OMIM:615768,3
"spinocerebellar ataxia, autosomal recessive 2",OMIM:213200,2
"spinocerebellar ataxia, autosomal recessive 3",OMIM:271250,2
"spinocerebellar ataxia, autosomal recessive 5",OMIM:606937,3
"ceroid lipofuscinosis, neuronal, 2",OMIM:204500,3
"spinocerebellar ataxia, autosomal recessive 7",OMIM:609270,3
"emery-dreifuss muscular dystrophy 4, autosomal dominant",OMIM:612998,3
"spinocerebellar ataxia, autosomal recessive 8",OMIM:610743,3
"spinocerebellar ataxia, autosomal recessive with axonal neuropathy",OMIM:607250,3
"spinocerebellar ataxia, x-linked 5",OMIM:300703,2
"esophageal squamous cell carcinoma, somatic",OMIM:133239,3
"spinocrebellar ataxia, autosomal recessive 12",OMIM:614322,3
split hand/foot malformation 1,OMIM:183600,4
split hand/foot malformation 2,OMIM:313350,2
"split-hand/foot malformation 3, gene duplication syndrome",-666,4
adult syndrome,OMIM:103285,3
rapp-hodgkin syndrome,OMIM:129400,3
split-hand/foot malformation 4,OMIM:605289,3
"ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3",OMIM:604292,3
hay-wells syndrome,OMIM:106260,3
limb-mammary syndrome,OMIM:603543,3
orofacial cleft 8,OMIM:129400,3
split-hand/foot malformation 5,OMIM:606708,2
split-hand/foot malformation 6,OMIM:225300,3
split-hand/foot malformation with long bone deficiency 1,OMIM:119100,2
split-hand/foot malformation with long bone deficiency 2,OMIM:610685,2
split-hand/foot malformation with long bone deficiency 3,-666,4
spondylo-megaepiphyseal-metaphyseal dysplasia,OMIM:613330,3
"atelosteogenesis, type i",OMIM:108720,3
larsen syndrome,OMIM:150250,3
spondylocarpotarsal synostosis syndrome,OMIM:272460,3
"atelosteogenesis, type iii",OMIM:108721,3
boomerang dysplasia,OMIM:112310,3
"spondylocheirodysplasia, ehlers-danlos syndrome-like",OMIM:612350,3
"spondylocostal dysostosis 1, autosomal recessive",OMIM:277300,3
"spondylocostal dysostosis 2, autosomal recessive",OMIM:608681,3
"spondylocostal dysostosis 4, autosomal recessive",OMIM:613686,3
spondyloenchondrodysplasia with immune dysregulation,OMIM:607944,3
"ehlers-danlos syndrome, progeroid type, 2",OMIM:615349,3
"spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures",OMIM:271640,3
"spondyloepimetaphyseal dysplasia with joint laxity, type 2",OMIM:603546,3
metaphyseal anadysplasia 1,OMIM:602111,3
"spondyloepimetaphyseal dysplasia, missouri type",OMIM:602111,3
spondyloepiphyseal dysplasia tarda,OMIM:313400,3
"arthropathy, progressive pseudorheumatoid, of childhood",OMIM:208230,3
spondyloepiphyseal dysplasia tarda with progressive arthropathy,OMIM:208230,3
spondyloepiphyseal dysplasia with congenital joint dislocations,OMIM:143095,3
"osteochondritis dissecans, short stature, and early-onset osteoarthritis",OMIM:165800,3
"spondyloepimetaphyseal dysplasia, aggrecan type",OMIM:612813,3
"spondyloepiphyseal dysplasia, kimberley type",OMIM:608361,3
"spondylometaepiphyseal dysplasia, short limb-hand type",OMIM:271665,3
spondylometaphyseal dysplasia with cone-rod dystrophy,OMIM:608940,3
[sodium serum level qtl 1],OMIM:613508,3
"spinal muscular atrophy, distal, congenital nonprogressive",OMIM:600175,3
"spondylometaphyseal dysplasia, kozlowski type",OMIM:184252,3
brachyolmia type 3,OMIM:113500,3
"digital arthropathy-brachydactyly, familial",OMIM:606835,3
"hereditary motor and sensory neuropathy, type iic",OMIM:606071,3
metatropic dysplasia,OMIM:156530,3
parastremmatic dwarfism,OMIM:168400,3
scapuloperoneal spinal muscular atrophy,OMIM:181405,3
"sed, maroteaux type",OMIM:184095,3
"squamous cell carcinoma, head and neck",OMIM:275355,3
star syndrome,OMIM:300707,3
?spinocerebellar ataxia 34,OMIM:133190,3
"ichthyosis, spastic quadriplegia, and mental retardation",OMIM:614457,3
stargardt disease 3,OMIM:600110,3
cone-rod dystrophy 12,OMIM:612657,3
retinitis pigmentosa 41,OMIM:612095,3
stargardt disease 4,OMIM:603786,3
"macular dystrophy, retinal, 2",OMIM:608051,3
pachyonychia congenita 2,OMIM:167210,3
steatocystoma multiplex,OMIM:184500,3
"?epiphyseal dysplasia, multiple, 6",OMIM:614135,3
"stickler syndrome, type iv",OMIM:614134,3
"sting-associated vasculopathy, infantile-onset",OMIM:615934,3
immunodeficiency 10,OMIM:612783,3
"myopathy, tubular aggregate",OMIM:160565,3
stormorken syndrome,OMIM:185070,3
"pigmented nodular adrenocortical disease, primary, 3",OMIM:614190,3
"striatal degeneration, autosomal dominant",OMIM:609161,3
"striatonigral degeneration, infantile",OMIM:271930,3
"capillary malformations, congenital, 1, somatic, mosaic",OMIM:163000,3
"sturge-weber syndrome, somatic, mosaic",OMIM:185300,3
"stuttering, familial persistent, 1",OMIM:184450,2
"stuttering, familial persistent, 2",OMIM:609261,2
"stuttering, familial persistent, 3",OMIM:614655,2
"stuttering, familial persistent, 4",OMIM:614668,2
stuve-wiedemann syndrome/schwartz-jampel type 2 syndrome,OMIM:601559,3
"lissencephaly, x-linked",OMIM:300067,3
"subcortical laminal heteropia, x-linked",OMIM:300067,3
lissencephaly 1,OMIM:607432,3
subcortical laminar heterotopia,OMIM:607432,3
succinic semialdehyde dehydrogenase deficiency,OMIM:271980,3
succinyl coa:3-oxoacid coa transferase deficiency,OMIM:245050,3
"sucrase-isomaltase deficiency, congenital",OMIM:222900,3
sudden infant death with dysgenesis of the testes syndrome,OMIM:608800,3
sulfite oxidase deficiency,OMIM:272300,3
supernumerary der(22)t(8-22) syndrome,-666,4
"supranuclear palsy, progressive, 2",OMIM:609454,2
"supranuclear palsy, progressive, 3",OMIM:610898,2
"cutis laxa, ad",OMIM:123700,3
supravalvar aortic stenosis,OMIM:185500,3
"surfactant metabolism dysfunction, pulmonary, 1",OMIM:265120,3
"surfactant metabolism dysfunction, pulmonary, 2",OMIM:610913,3
"surfactant metabolism dysfunction, pulmonary, 3",OMIM:610921,3
"surfactant metabolism dysfunction, pulmonary, 4",OMIM:300770,3
"surfactant metabolism dysfunction, pulmonary, 5",OMIM:614370,3
sveinsson choreoretinal atrophy,OMIM:108985,3
chronic granulomatous disease due to deficiency of ncf-2,OMIM:233710,3
"syndactyly, mesoaxial synostotic, with phalangeal reduction",OMIM:609432,3
"craniosynostosis, philadelphia type",OMIM:185900,4
"syndactyly, type 1",-666,4
atrioventricular septal defect 3,OMIM:600309,3
"oculodentodigital dysplasia, autosomal recessive",OMIM:257850,3
"syndactyly, type iii",OMIM:186100,3
hypoplastic left heart syndrome 1,OMIM:241550,3
"craniometaphyseal dysplasia, autosomal recessive",OMIM:218400,3
oculodentodigital dysplasia,OMIM:164200,3
synesthesia,OMIM:612759,2
synpolydactyly 3,OMIM:610234,2
"synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses",OMIM:608180,4
?vacterl association,OMIM:192350,3
synpolydactyly with foot anomalies,OMIM:186000,3
"synpolydactyly, type ii",OMIM:186000,3
"brachydactyly, type d",OMIM:113200,3
"brachydactyly, type e",OMIM:113300,3
brachydactyly-syndactyly syndrome,OMIM:610713,3
"syndactyly, type v",OMIM:186300,3
systemic lupus erythematosus 16,OMIM:614420,3
"t-cell immunodeficiency, congenital alopecia, and nail dystrophy",OMIM:601705,3
"t-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations",OMIM:614868,3
